id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
12619,Chile,"More neutral than fruity or pungent, with vivacity and minerality on the bouquet. Feels lifted, medium-bodied and citrusy, with lime, tarragon, wet stone and green apple flavors. Level and chiseled on the finish.",Single Vineyard Plot: Anís,89,13.0,Leyda Valley,,Sonoma,Michael Schachner,@wineschach,Anakena 2011 Single Vineyard Plot: Anís Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Anakena
12634,Argentina,"Tropical fruit aromas come with notes of bath soap and white-flower blossom. This is easygoing and healthy on the palate, with just enough snappy acidity. Flavors of lime and green banana run long on the finish, which shows a touch of the variety's patented oily bitterness. Drink immediately.",Estate,89,19.0,Other,Salta,Long Island,Michael Schachner,@wineschach,Alta Vista 2015 Estate Torrontés (Salta),Torrontés,Alta Vista
12711,US,"Delicious, rich black cherry aromas lead to a very firm and moderately tannic texture and medium to full body that frames abundant fruit flavors. It's mouthwatering, intense and complex, but is still wound up tight, so it's best to drink after 2016.",,90,32.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Cuda Ridge Wines 2012 Cabernet Franc (Livermore Valley),Cabernet Franc,Cuda Ridge Wines
12790,Austria,"Both tropical and herbal notes join the citrus flavors on the nose, hinting of passion fruit as well as mint. The palate tones this down and puts ripe lemon in the spotlight. Sleek and slender, the body has a creamy element of yeast but is dry and brisk. The finish is very balanced and lasting.",Kremser Weinberge,91,18.0,Niederösterreich,,Finger Lakes,Anne Krebiehl MW,@AnneInVino,Türk 2016 Kremser Weinberge Riesling (Niederösterreich),Riesling,Türk
12823,Chile,"Creamy apple aromas stand out on an otherwise neutral nose. This is plump but fairly balanced, with melon, apple and light herbaceous flavors.",,85,13.0,Colchagua Valley,,New York Other,Michael Schachner,@wineschach,Doña Catalina 2014 Chardonnay (Colchagua Valley),Chardonnay,Doña Catalina
13026,US,"Tight, sharp, and toasty, this thick and compact wine shows plenty of cherry fruit wrapped in chocolaty oak. It hints at toast and cracker, but never quite breaks through into the complexity that is promised by the first whiff or two.",,89,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Beresan 2007 Merlot (Columbia Valley (WA)),Merlot,Beresan
13242,Italy,"Boasts some interesting flavors of graphite or slate, and mineral oil, which complement its pear and kumquat aromas. Could use more focus and length, but certainly pleasant; chilling it well will make it seem firmer.",Arcale,84,10.0,Northeastern Italy,Collio,Long Island,Joe Czerwinski,@JoeCz,Bolla 2001 Arcale Pinot Grigio (Collio),Pinot Grigio,Bolla
13377,Germany,"Aromatically subtle with scents of delicate stone fruit marked by flint and slate, this Riesling builds in intensity on the palate with loads of luscious white-peach flavor. It's delicate and crisp on the palate with a long, white-tea finish.",Bernkasteler alte Badstube am Doctorberg Spätlese,91,33.0,Mosel,,Central Coast,Anna Lee C. Iijima,,Dr. Heidemanns-Bergweiler 2011 Bernkasteler alte Badstube am Doctorberg Spätlese Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
13421,France,"The immense walled vineyard of the Clos de Vougeot gives so many styles of wine from its 80 growers. This version is already relatively soft with as much generous fruit as tannins. Some high-toast oak flavor needs to integrate, while showing great density and concentration. With power behind it, the wine will age seriously. Drink from 2023.",,94,220.0,Burgundy,Clos de Vougeot,California Other,Roger Voss,@vossroger,Château de Santenay 2014  Clos de Vougeot,Pinot Noir,Château de Santenay
13424,New Zealand,"A sizable 70,000 cases of this bargain were imported, so it should be reasonably available. The citrus fruit does have a greenish tinge to it, boasting hints of passion fruit, snap pea and green onion, but they're within the bounds of regional typicity, and bring a crisp, tart edge to the finish. Drink now.",,89,14.0,Marlborough,,Oregon Other,Joe Czerwinski,@JoeCz,Kono 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Kono
13495,US,"This blend of Chardonnay, Viognier, Roussanne and Orange Muscat shows extra ripeness in 2012, reflected in both the higher alcohol and the noticeable sweetness. It's fragrant and expressive, with sweet orange peel and candied grapefruit dominating, along with slices of pineapple and apricot. The sweetness makes it a bit of a challenge with food.",Gossamer,90,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Kontos 2012 Gossamer White (Columbia Valley (WA)),White Blend,Kontos
13554,France,"Ripe and fruity, this has a rich texture that comes both from the generous white fruits and from the cut of lemon acidity. A mineral-textured wine, it's crisp now and will likely round out to bring out the ripeness. Drink from 2019.",,91,90.0,Burgundy,Puligny-Montrachet,South Coast,Roger Voss,@vossroger,Château de Santenay 2015  Puligny-Montrachet,Chardonnay,Château de Santenay
13651,Israel,"Notes of light grass, green melon rind and a touch of green pepper unfold in the bouquet, while the palate boasts more citrus-based flavors of lime and tart gooseberry. This is bright and lively, with a short, mouthwatering finish.",,85,13.0,Shomron,,South Coast,Lauren Buzzeo,@laurbuzz,Recanati 2010 Sauvignon Blanc (Shomron),Sauvignon Blanc,Recanati
14078,Germany,"Sprightly and crisp, with just 7% alcohol, this dainty Riesling is juicy and brisk, with loads of sweet-tart tangerine flavor. Layers of bitter citrus rind and lanolin, along with a steely midpalate, add depth, extending to a long, lemony finish.",Erdener Prälat Auslese Gold Capsule,90,114.0,Mosel,,Long Island,Anna Lee C. Iijima,,Dr. Loosen 2010 Erdener Prälat Auslese Gold Capsule Riesling (Mosel),Riesling,Dr. Loosen
14090,US,"Fleshy black plum and cherry flavors are offset by leafy, green layers of herb and stem in this luscious but balanced red blend. Its intense fruitiness makes it approachable and juicy but crisp acidity and fine penetrating tannins keep things in check. Drink now through 2021.",Anemometer,88,50.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Kontokosta 2012 Anemometer Red (North Fork of Long Island),Red Blend,Kontokosta
14177,Germany,"Ethereally light in body and texture, this dry Riesling offers loads of juicy tangerine and grapefruit flavors. It's refreshingly tart, with a lean, steely finish. Drink now through 2020.",Dry,90,12.0,Pfalz,,Columbia Valley,Anna Lee C. Iijima,,Villa Wolf 2015 Dry Riesling (Pfalz),Riesling,Villa Wolf
14373,Italy,"Here's a beautifully chocolaty and rich blend of Cabernet Sauvignon, Merlot and Cabernet Franc, with plush layers of sweet cherry, Indian spice, tobacco and espresso. The wine is amazingly rich and long lasting, with silky, supple tannins at the very end. Keep it in your cellar 10 years or more, or drink it now.",Argentiera,96,75.0,Tuscany,Bolgheri Superiore,Napa-Sonoma,,,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Tenuta Argentiera
14676,US,"The Celilo vineyard has contributed the fruit to many outstanding Chardonnays from a who's who list of winemakers, but none better than this. Intensely concentrated and deeply extracted, it explodes with marvelously pure fruit flavors—the full range of citrus, citrus peel and crisp tree fruits. A wine with perfect virtually balance, exceptional texture and amazing length.",,95,30.0,Washington,Columbia Gorge (WA),Washington Other,Paul Gregutt,@paulgwine ,Tranche 2008 Chardonnay (Columbia Gorge (WA)),Chardonnay,Tranche
14780,US,"Full-bodied and generously flavorful, this is shaped and accented by oak influences, but still governed by rich, enticing flavors of ripe plum, dark cherry, blackberry and cinnamon. It features great depth of flavor, breadth in the silky texture and length on the finish. Best now through 2020.",,95,42.0,California,Anderson Valley,Central Valley,Jim Gordon,@gordone_cellars,Lazy Creek 2012 Pinot Noir (Anderson Valley),Pinot Noir,Lazy Creek
14878,Italy,"Fragrant wild flower, yellow stone fruit, citrus and chopped herb aromas lead the nose on this vibrant blend of 90% Carricante and 10% Riesling. The racy palate doles out fresh apricot, crisp green apple and energizing mineral framed in tangy acidity. A note of aromatic herb accents the succulent finish.",Eruzione 1614,92,32.0,Sicily & Sardinia,Sicilia,Central Coast,Kerin O’Keefe,@kerinokeefe,Planeta 2015 Eruzione 1614 Carricante (Sicilia),Carricante,Planeta
14879,France,"The soft, gentle lift of lemon peel sets the pure tone, with concentrated yet light-footed freshness on the palate. This wine is dry, crystalline and friendly, with a zesty finish.",Cuvée Charles,90,23.0,Alsace,Alsace,Willamette Valley,Anne Krebiehl MW,@AnneInVino,Domaine Charles Baur 2014 Cuvée Charles Riesling (Alsace),Riesling,Domaine Charles Baur
15011,Argentina,"Melony aromas and a simple mouthfeel render this an enjoyable Torrontés. Melon, apricot and lychee flavors all fit the bill, while the palate is round and viscous. Drink now.",Amauta Absoluto,86,17.0,Other,Cafayate,Long Island,Michael Schachner,@wineschach,El Porvenir 2015 Amauta Absoluto Torrontés (Cafayate),Torrontés,El Porvenir
15148,Italy,"Intense aromas that recall tomato vine, hay, stone fruit and dill lead the nose. The vibrant palate shows honeydew melon, grapefruit and mineral alongside zesty acidity that leaves a tangy finish.",,89,18.0,Northeastern Italy,Collio,Sierra Foothills,Kerin O’Keefe,@kerinokeefe,Zorzon 2014 Sauvignon (Collio),Sauvignon,Zorzon
15167,Italy,"Blue iris, violet and wild berry aromas waft out of the glass of this pure expression of Sangiovese. The structured but still easy-drinking palate doles out juicy black cherry, clove, ground pepper and anise alongside firm, polished tannins. The warmth of alcohol closes the finish but doesn't throw off the balance.",,90,25.0,Tuscany,Chianti Classico,Columbia Valley,Kerin O’Keefe,@kerinokeefe,Fattoria Poggerino 2012  Chianti Classico,Sangiovese,Fattoria Poggerino
15170,US,"Ripe, jammy fruit marks this polished young Cabernet. It's rich in cherries and red licorice, with a sweet liqueur potency and an umami intensity suggesting salty smoked meats. The tannins are considerable in this muscular wine, which suggests aging for five or six years.",,92,85.0,California,St. Helena,Napa,,,Anomaly 2007 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Anomaly
15199,US,A wisp of bramble extends a savory tone from nose to finish on this otherwise bright bristling wine. Delicate honey tones register as off dry on the palate but balance neatly alongside flavors of freshly pressed apples and pears. The finish is marked by a touch of pencil lead. Drink now through 2020.,Ingle Vineyard,88,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes),Riesling,Heron Hill
15370,US,"Rich, upfront raspberry and cherry pie, tart red currant and sweet sandalwood flavors mark this Pinot. It's not one to age, but shows plenty of Russian River Valley style and flash.",,87,33.0,California,Russian River Valley,Sonoma,,,Joseph Jewell 2010 Pinot Noir (Russian River Valley),Pinot Noir,Joseph Jewell
15536,Italy,"A clean blend of Nero d'Avola and Cabernet Sauvignon, this opens with red cherry, blackberry and plum notes. The wine delivers cleansing acidity and good fruit concentration.",Nìvuro,87,20.0,Sicily & Sardinia,Sicilia,Sierra Foothills,,,Feudo di Santa Tresa 2008 Nìvuro Red (Sicilia),Red Blend,Feudo di Santa Tresa
15679,Italy,"Alluring scents of Spanish broom, iris, berry and a hint of dried herb come together on this. The bright palate offers candied cherry, nectarine zest, white pepper and a hint of fennel while a mineral note signals the finish.",,90,19.0,Sicily & Sardinia,Etna,Long Island,Kerin O’Keefe,@kerinokeefe,Tornatore 2015 Rosato (Etna),Rosato,Tornatore
16095,Australia,"This 68% Semillon and 32% Sauvignon is intensely herbal on the nose, and the green character persists throughout, yet never veers into vegetal. It's cleanly made and medium-bodied, with a crisp finish.",Crossing,84,20.0,Western Australia,Margaret River,Finger Lakes,Joe Czerwinski,@JoeCz,Juniper 2007 Crossing Semillon-Sauvignon Blanc (Margaret River),Semillon-Sauvignon Blanc,Juniper
16286,France,"This wine is full of rich fruit. With apricots, mangos and a layer of caramel, this is a generous wine with enough acidity to sustain its richness. The aftertaste brings in spice, vanilla and a squeeze of lemon.",Cuvée Spéciale,88,24.0,Burgundy,Viré-Clessé,Napa,Roger Voss,@vossroger,Domaine André Bonhomme 2013 Cuvée Spéciale  (Viré-Clessé),Chardonnay,Domaine André Bonhomme
16572,Italy,"Aged only in stainless steel, this pretty Soave Classico never the less offers roundness, softness and sophistication in the form of apricot and yellow rose.",Sacripante,87,20.0,Veneto,Soave Classico,Napa,,,Le Battistelle 2007 Sacripante  (Soave Classico),Garganega,Le Battistelle
16688,France,"This is a ripe, apple and green stone-fruit flavored wine, with a light texture that nicely supports the fruitiness. The wine is fresh, juicy and with delicious freshness at the end. Drink now.",Les Pierres Plates,88,19.0,Loire Valley,Reuilly,North Coast,Roger Voss,@vossroger,Denis Jamain 2014 Les Pierres Plates Sauvignon Blanc (Reuilly),Sauvignon Blanc,Denis Jamain
16875,US,"Violet, lavender, mulberry, black cherry, cola, graphite and a touch of sarsaparilla lead the nose on this bottling from this vineyard planted in 1997. Tart cranberry, pencil lead, dried orange rind, bay leaf, fennel and bay leaf all show on the palate, which is tremendously grippy and offers strong depth way into the finish.",La Rinconada Vineyard,92,68.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sanford 2013 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Sanford
16902,Italy,"This Sauvignon offers subdued aromas of cantaloup and tomato vine while the palate shows melon, mineral and citrus notes. It's linear and lean, with a clean finish.",Ferrata,86,15.0,Veneto,Veneto,Sierra Foothills,Kerin O’Keefe,@kerinokeefe,Maculan 2012 Ferrata Sauvignon (Veneto),Sauvignon,Maculan
16925,Austria,"Initially tightly closed on nose, this wine slowly emerges with time in the glass. The palate is more expressive, with sprightly lemon, aloe vera and the soothing notion of ripe green and yellow pears. There are pleasing shadows of pepper and herbal spice, but what is most convincing is the compact, complete fluidity with which this envelopes the palate. Another masterpiece that is so very true to its vintage from Birgit's talented hands.",Lamm Reserve,95,38.0,Kamptal,,Napa,Anne Krebiehl MW,@AnneInVino,Eichinger 2014 Lamm Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Eichinger
17096,France,"A single-vineyard wine, this is rich, not too herbaceous while full of grapefruit and lemon zest flavors. It's full bodied, rich in the mouth and finishes with a mineral, tangy aftertaste.",La Voute,86,20.0,Loire Valley,Touraine,Columbia Valley,Roger Voss,@vossroger,Domaine Joël Delaunay 2013 La Voute Sauvignon Blanc (Touraine),Sauvignon Blanc,Domaine Joël Delaunay
17191,Chile,"Chunky, slightly jammy plum and blackberry aromas are good but basic. In the mouth, this shows tartaric grit and bite along with lean fruit. Flavors of red plum and raspberry finish zesty but with hardly any complexity.",Reserva,86,12.0,Maule Valley,,North Coast,Michael Schachner,@wineschach,Tricky Rabbit 2012 Reserva Cabernet Franc-Carmenère (Maule Valley),Cabernet Franc-Carmenère,Tricky Rabbit
17396,US,"Broadly fruity at first, this turns a little loose-knit, like a Grateful Dead jam. It's compelling but not terribly tight; it meanders into leaf and tea, then chocolate, then back to the light and pretty red fruits.",Cuvée Orleans,91,40.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,McCrea Cellars 2006 Cuvée Orleans Syrah (Yakima Valley),Syrah,McCrea Cellars
17514,US,"Fresh whiffs of strawberry and blossom go hand-in-hand with more evolved complexities of mushroom and yeast in this invigorating rosé sparkling. While delicately moussed, it's Pinot-Noir heavy blend lends a satisfyingly voluminous feel to the palate.",Topaz Impérial Rosé,90,37.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Sparkling Pointe NV Topaz Impérial Rosé  (North Fork of Long Island),Champagne Blend,Sparkling Pointe
17922,US,"This is an easy-drinking wine, with ripe, forward citrus, peach and tropical fruit flavors. There's just enough acidity to balance the sweetness. The blend is Marsanne, Grenache Blanc and Viognier.",Pickett Road,86,24.0,California,Calistoga,Napa,,,Kenefick Ranch 2012 Pickett Road White (Calistoga),Rhône-style White Blend,Kenefick Ranch
17960,US,"You'll find brisk, clean flavors of citrus fruits, vanilla wedding cake and yeast in this brut-style wine, which is totally dry. A bit scoury, but a good value in sparkling wine.",Brut Cuvée,85,11.0,California,California,California Other,,,Barefoot Bubbly NV Brut Cuvée Sparkling (California),Sparkling Blend,Barefoot Bubbly
17978,US,"Tart red cherries and plum skins are spiced by nutmeg, pepper and turned earth on this widely available bottling that packs decent Pinot punch for the price. The mix of ripe and tart plays hard on the palate, where red cherry pie toys with cranberry skins, and a dollop of vanilla carries the midpalate.",,89,23.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,La Crema 2014 Pinot Noir (Monterey),Pinot Noir,La Crema
18017,France,"Firm and with dark tannins, this wine has great potential. Ripe berry fruits and a concentrated structure are already well balanced with acidity cutting through. As it matures, this wine with its dense structure will develop well. Drink from 2017. Enologist Sebastien and vineyard manager Nicolas are the latest Carreau generation managing family estates.",Excellence,89,18.0,Bordeaux,Blaye Côtes de Bordeaux,Central Coast,Roger Voss,@vossroger,Château Les Petits Arnaud 2012 Excellence  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Les Petits Arnaud
18103,Italy,"Here is a tight, traditional expression of Nebbiolo with a streamlined mouthfeel that is peppered with ripe fruit, licorice and root beer aromas. There's a note of bitterness and astringency on the close that will soften with time. Drink after 2018.",,88,,Piedmont,Barbaresco,Sierra Foothills,,,Villadoria 2008  Barbaresco,Nebbiolo,Villadoria
18225,Italy,"This pretty wine showcases aromas of yellow flowers and exotic fruit. The bright palate offers honeydew melon, apple and a hint of almond alongside crisp acidity that leaves a quenching finish.",Rocca Sveva,86,15.0,Veneto,Soave Classico,Southern Oregon,Kerin O’Keefe,@kerinokeefe,Cantina di Soave 2012 Rocca Sveva  (Soave Classico),Garganega,Cantina di Soave
18228,Chile,"Gritty, uric, green aromas come in front of a round palate with little cut. Vegetal, bitter flavors of bell pepper and grapefruit finish with another wave of bitterness.",Hacienda Araucano Reserva,82,14.0,Lolol Valley,,Willamette Valley,Michael Schachner,@wineschach,François Lurton 2015 Hacienda Araucano Reserva Sauvignon Blanc (Lolol Valley),Sauvignon Blanc,François Lurton
18392,Italy,"Roasted fennel, scorched earth, leather, game and mature cherry aromas lead the nose while the palate shows French oak, mature black cherry, coffee, roasted herb and a note recalling cured meat. Brawny tannins provide the framework.",,88,45.0,Piedmont,Barbaresco,New York Other,Kerin O’Keefe,@kerinokeefe,Ronchi di Giancarlo Rocca 2012  Barbaresco,Nebbiolo,Ronchi di Giancarlo Rocca
18516,US,"O.K. for everyday drinking if you want a full-bodied, tannic, dry red wine. Shows ripe blackberry, tobacco and raisin flavors, with some bitterness in the finish. Drink up.",Tre Uve,84,25.0,California,Napa Valley,Napa,,,Pope Valley Winery 2010 Tre Uve Red (Napa Valley),Red Blend,Pope Valley Winery
18618,Argentina,"Rocking black-fruit aromas come with strong accents of wood grain, char and desert herbs. This is big and rich from front to tail, with poking but controlled tannins and ripe, heady flavors of blackberry, cassis, herbs and toasted wood. Plum, blackberry, salty notes and charred oak flavors define the finish; drink through 2022.",Bramare Rebon Vineyard,94,90.0,Mendoza Province,La Consulta,California Other,Michael Schachner,@wineschach,Viña Cobos 2012 Bramare Rebon Vineyard Malbec (La Consulta),Malbec,Viña Cobos
18713,Portugal,"This perfumed, new-wood-flavored wine is clear-cut and structured. Firm tannins are layered with black fruits and touches of perfumed violets, allied with solid structure. It fills the glass with ripe aromas, while acidity at the end gives a final lift. Drink from 2016, although the wine can be enjoyed now.",Lybra,89,20.0,Lisboa,,Southern Oregon,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2011 Lybra Syrah (Lisboa),Syrah,Quinta do Monte d'Oiro
18925,Chile,"Pithy citrus and nectarine aromas announce a palate that's citrusy all the way. Flavors of orange, lemon and grapefruit keep a persistent citric character through the finish, which is basic but refreshing.",,84,9.0,Central Valley,,Central Valley,Michael Schachner,@wineschach,TerraNoble 2013 Chardonnay (Central Valley),Chardonnay,TerraNoble
18938,Italy,"This full-bodied wine conveys aromas of spiced plum, chocolate, toast and incense. The robust palate offers dried black cherry, exotic spice, licorice, white pepper and espresso but not much fruit richness. Astringent tannins leave a tongue-drying finish.",Rita Riserva,87,,Tuscany,Montecucco,Napa,Kerin O’Keefe,@kerinokeefe,Perazzeta 2009 Rita Riserva  (Montecucco),Sangiovese,Perazzeta
18989,US,"Bolstered by 14% Petite Sirah, this bottling offers a stunning array of herb and earth scents that surround a core of black plum and minty licorice spice. The palate shows rounded purple fruit and more herbal notes, and the acidity is strong but balanced.",,87,36.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Whalebone 2013 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Whalebone
19015,US,"This Cabernet Franc has a slightly watery, sweet fruit element that lacks the cheerful vibrancy and pluckiness of the variety. On the nose, it offers soft red fruit and some spice, but the flavors feel weak. Not a bad wine overall, but needs some muscle.",,82,17.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Sheldrake Point 2006 Cabernet Franc (Finger Lakes),Cabernet Franc,Sheldrake Point
19061,US,"Tar and black fruit loll on the full-bodied palate here, the wine well composed to highlight dark, leathery cigar and a hint of cedar. Smooth and round on the finish, it's a varietal rarity for the appellation.",Lagomarsino Vineyard,90,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,St. Francis 2012 Lagomarsino Vineyard Cabernet Sauvignon (Russian River Valley),Cabernet Sauvignon,St. Francis
19114,US,"This blend from Matthews is 47% Merlot and 33% Cabernet Sauvignon, with smaller amounts of Cabernet Franc, Petit Verdot and Malbec. It's thoroughly New World in style: thick, smoky, tannic and concentrated, with notes of black cherry and cassis at the core.",Claret,90,38.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Matthews Estate 2009 Claret Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Matthews Estate
19134,US,"A reserve selection from the winery's Jordan Block, this brings similar flavors with slightly more intensity. Black fruits, black pepper and some spice from barrel aging combine in a medium-bodied effort with moderate aging potential.",Barrel Select,88,50.0,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Youngberg Hill Vineyards 2006 Barrel Select Pinot Noir (McMinnville),Pinot Noir,Youngberg Hill Vineyards
19153,US,"This is the best Pinot Noir the winery has produced since 2004. The wine is so wonderfully full in the mouth and fabulously complex in flavor that it's hard to believe the alcohol is under 13%. With lovely, haunting flavors of raspberries, red currants, mushrooms, white pepper and sandalwood, it justifies the hype of the 2011 vintage. Will age well. Drink now–2021.",Rapley Trail Vineyard Henry Ayrton's Block Estate Grown,95,80.0,California,Santa Cruz Mountains,Central Coast,,,Thomas Fogarty 2011 Rapley Trail Vineyard Henry Ayrton's Block Estate Grown Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty
19174,Italy,"Pressed flower, Mediterranean herb and beeswax aromas waft out of the glass. The zesty palate offers nectarine, green apple and white almond alongside bracing acidity. A hint of candied ginger signals the close.",,87,14.0,Tuscany,Vernaccia di San Gimignano,Napa,Kerin O’Keefe,@kerinokeefe,Abbazia Monte Oliveto 2013  Vernaccia di San Gimignano,Vernaccia,Abbazia Monte Oliveto
19333,Spain,"Horsey blackberry and cherry aromas come with a note of latex. In the mouth, this is choppy and abrupt. Raw berry flavors finish with a mild sensation of heat.",Tocado,85,11.0,Northern Spain,Campo de Borja,Napa-Sonoma,Michael Schachner,@wineschach,Borsao 2015 Tocado Garnacha (Campo de Borja),Garnacha,Borsao
19354,Spain,"Pungent, feline aromas of green citrus and passion fruit filter into a citric, pulpy palate. Flavors of mixed citrus fruits, green herbs, onion and passion fruit finish heavy, with a lingering note of pickle brine.",,84,13.0,Northern Spain,Rueda,Sonoma,Michael Schachner,@wineschach,Marqués de Riscal 2014 Sauvignon Blanc (Rueda),Sauvignon Blanc,Marqués de Riscal
19609,US,"A generic, regional South-Central Coast Pinot showing berry, cola, herb and sautéed mushroom flavors encased in soft, silky tannins and crisp acids. Has little complexity and best consumed now.",,85,28.0,California,Santa Barbara County,Central Coast,,,Bernardus 2000 Pinot Noir (Santa Barbara County),Pinot Noir,Bernardus
19627,Spain,"Candied on one hand but also gassy, barnyardy and less than clean and pure on the other. A basic mouthfeel is probably the high point, while flavors of underdeveloped berry fruit are more salty and leathery than anything. Fails to impress.",,82,9.0,Northern Spain,Toro,Columbia Valley,Michael Schachner,@wineschach,Bodegas Copaboca 2008  Toro,Tempranillo-Garnacha,Bodegas Copaboca
19697,France,"A wine that shows rich blackberry fruits, already rounded and soft. It has a tannic structure that is embedded in the fruit, along with spice, toast and a firm finish. An ageworthy wine.",,90,20.0,Bordeaux,Haut-Médoc,Columbia Valley,Roger Voss,@vossroger,Château Liversan 2009  Haut-Médoc,Bordeaux-style Red Blend,Château Liversan
19803,Italy,"Pressed violet, perfumed berry and a hint of baking spice aromas unfold on this sleek, savory red. The medium-bodied palate delivers ripe black cherry, crushed raspberry, cinnamon, clove and star anise alongside firm, polished tannins. Drink through 2021.",Il Palei,90,22.0,Tuscany,Chianti Classico,South Coast,Kerin O’Keefe,@kerinokeefe,Villa a Sesta 2011 Il Palei  (Chianti Classico),Sangiovese,Villa a Sesta
19922,US,"Likeable for its dryness and elegantly crisp structure, this wine will support comfort foods like beef fajitas or Chinese stir fried beef with soy sauce. It has flavors of mashed red cherries, sprinkled with black pepper and cinnamon.",Oleta Vineyard,85,26.0,California,Fiddletown,Sierra Foothills,,,Martella 2006 Oleta Vineyard Grenache (Fiddletown),Grenache,Martella
20001,France,"Sébastian Bordenave-Coustarret has the light touch needed to show the delicacy and great charm of the Petit Manseng grape. With a fine balance between honey and apricot fruits and such poised acidity, the wine is light and fresh as well as ripe. It's wine that will develop slowly, so drink from 2019.",Vent d'Ange,93,39.0,Southwest France,Jurançon,Long Island,Roger Voss,@vossroger,Domaine Coustarret 2014 Vent d'Ange  (Jurançon),Petit Manseng,Domaine Coustarret
20161,US,"There's a mushroomy earthiness that dominates this wine's cherry and raspberry flavors. It's dry, with a silky mouthfeel and brisk, cool-climate-derived acidity. Drink now.",,85,28.0,California,Sonoma Coast,Sonoma,,,Flocchini 2011 Pinot Noir (Sonoma Coast),Pinot Noir,Flocchini
20185,France,"A bitter yeast flavor doesn't do this 100% Sémillon wine any favors. It is heavy and fat, and the citrus fruits are lost along the way.",,82,20.0,Bordeaux,Bordeaux Blanc,Washington Other,Roger Voss,@vossroger,Château Fonchereau 2010  Bordeaux Blanc,Sémillon,Château Fonchereau
20313,US,"This wine comes from grapes grown in Green Valley's Mill Station, Sullivan, Walker Hill and Rued vineyards. High-toned to the last drop, it shows Gravenstein apple and Meyer lemon flourishes, with a subtle backbone of oak.",Dutton Ranch,90,38.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Dutton-Goldfield 2015 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,Dutton-Goldfield
20343,France,"Made from a blend of Gamay and Grolleau, this is a bright and fresh wine. There's no wood aging here, just fruit that is full of red-berry flavors and only a touch of tannin. The wine is ready to drink.",Indigène,85,,Loire Valley,Val de Loire,Central Valley,Roger Voss,@vossroger,Domaine du Clos de l'Elu 2013 Indigène Red (Val de Loire),Red Blend,Domaine du Clos de l'Elu
20380,France,"This is a simple, fruity wine. It has a pear flavor, light minerality and a zingy aftertaste. Smooth and rounded, it looks as though it will be ready to drink from early 2017.",Coeur de Pouilly,85,40.0,Burgundy,Pouilly-Fuissé,Long Island,Roger Voss,@vossroger,Domaine Trouillet 2015 Coeur de Pouilly  (Pouilly-Fuissé),Chardonnay,Domaine Trouillet
20444,Portugal,"Rich and fruity, with open black fruits and soft tannins. The wine has jelly and sweet fruits, while the spirit is not yet fully integrated.",Late Bottled Vintage,87,28.0,Port,,Sonoma,Roger Voss,@vossroger,Quinta Vale Dona Maria 2005 Late Bottled Vintage  (Port),Port,Quinta Vale Dona Maria
20580,France,"This is complex and ripe but also mineraly and very structured. It offers many facets of the village: its richness and its strong sense of terroir. Bright, clean and fragrant on the finish.",,90,60.0,Burgundy,Puligny-Montrachet,Washington Other,Roger Voss,@vossroger,Louis Latour 2010  Puligny-Montrachet,Chardonnay,Louis Latour
