id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
10959,France,"Open and ripely fruity, this has fresh acidity, with tight and tangy flavors of lemon zest. A warm, rounded character to the wine puts it firmly as an apéritif.",R de Roubine,86,23.0,Provence,Côtes de Provence,Central Coast,Roger Voss,@vossroger,Château Roubine 2014 R de Roubine Rosé (Côtes de Provence),Rosé,Château Roubine
11024,Australia,"Powerful and concentrated, this Shiraz is seemingly imbued with the essence of dark fruit, framed by well-managed oak. Cedar, mint and cassis notes are a bit Cabernet-like, but the structure is pure Shiraz, broader and suppler than Cabernet, with a rich texture and a long finish. Drink now–2025.",,93,37.0,South Australia,McLaren Vale,Columbia Valley,Joe Czerwinski,@JoeCz,Chapel Hill 2010 Shiraz (McLaren Vale),Shiraz,Chapel Hill
11028,US,"This is slightly sweet, moderately fruity and smooth in texture. Light aromas of peaches and flowers lead to flavors like sugared honeydew melon. It would match with cheese or spicy Asian food.",,84,23.0,California,California,California Other,Jim Gordon,@gordone_cellars,Bota Box 2013 Riesling (California),Riesling,Bota Box
11029,US,"Lots of ripe Zinny character in this wine, which is a blend of vineyards from throughout the valley. It's enormously rich in raspberry and cherry jam fruit, spiced with cinnamon, cloves and anise, and finished with sweet, smoky sandalwood.",,88,20.0,California,Dry Creek Valley,Sonoma,,,Quivira 2009 Zinfandel (Dry Creek Valley),Zinfandel,Quivira
11065,US,"Tart cranberry/raspberry flavors, found in many of these young Willamette Valley Vineyards Pinots, rule the palate here as well. Relatively high acidity and a restrained barrel regimen keep the oak flavors in check, but the tannins carry more than enough weight and grip for overall balance.",South Block,89,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2009 South Block Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards
11074,Portugal,"Fresh fruits, flavors of bright red berries, with juicy plums and a wild acidity. This is a wine for drinking now, approachable with a sweet, soft aftertaste.",Monte Velho Tinto,84,9.0,Alentejano,,Columbia Valley,Roger Voss,@vossroger,Herdade do Esporão 2007 Monte Velho Tinto Red (Alentejano),Portuguese Red,Herdade do Esporão
11109,US,"From the winery's Bordeaux study series, this Merlot-based blend shows roast beef, smoke, lilac, violet, lavender and shy black-cherry fruit on the nose. There's more fruit on the palate, with blackberry paste. However, the rigid tannins don't open up easily. Notes of crushed volcanic rock, espresso, dried herbs and leather are subtle.",Cuvée Pom,91,50.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2013 Cuvée Pom Red (Paso Robles),Bordeaux-style Red Blend,J. Lohr
11129,US,"This is a breath of fresh air, a single-vineyard designate sparkler made from Tempranillo that's refreshing and salty. Dry, it tastes of gelato, pomegranate, raspberry, cherry and strawberry—swirls of light-bodied flavor that replenish the palate with every sip.",Luc's Vineyard Brut Rosé,90,28.0,California,Sonoma,Central Valley,Virginie Boone,@vboone,Sheldon 2016 Luc's Vineyard Brut Rosé Sparkling,Sparkling Blend,Sheldon
11249,US,"This has an extraordinarily-high level of residual sugar, giving it a very sweet, honeyed taste. The flavors are of pure golden apricots, with accents of tangerines, buttered toast and vanilla cream. While it's not overly complex, it offers plenty of rich pleasure.",Trust Winery Limited,88,65.0,California,Mendocino Ridge,Napa-Sonoma,,,Stephen & Walker 2010 Trust Winery Limited Chardonnay (Mendocino Ridge),Chardonnay,Stephen & Walker
11351,Argentina,"Sweet and baked smelling, with foxy core aromas that suggest wet dog fur. The palate is loud and wild, with foxy, unsettled flavors of wild berry and cherry. Runs low on layering, structure and body, but it is lively.",,84,11.0,Mendoza Province,Mendoza,Washington Other,Michael Schachner,@wineschach,Andeluna 2009 Malbec (Mendoza),Malbec,Andeluna
11432,New Zealand,"In recent years, Villa's Chardonnays have dominated the New Zealand show circuit, but this is a reminder that the company can make some darn good Sauvignon at a darn good price. Tomato leaf and white grapefruit aromas and flavors are the order of the day, easing into a long, mouthwatering finish. Rock solid.",Private Bin,89,15.0,Marlborough,,Long Island,Joe Czerwinski,@JoeCz,Villa Maria 2013 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,Villa Maria
11460,US,"A slightly earthy aroma leads to lean citrus aromas, attractive kiwi and apple flavors and a somewhat tangy texture. Overall it is light-bodied and modest in flavor.",Blue Quail,84,15.0,California,Potter Valley,California Other,Jim Gordon,@gordone_cellars,McFadden 2014 Blue Quail Sauvignon Blanc (Potter Valley),Sauvignon Blanc,McFadden
11481,US,"From the very fine 2007 vintage comes this surprisingly tannic Cabernet. Even at the age of more than four years, it's still tough and astringent. It has a sweet core of blackberries, and it's tempting to recommend aging. But there's a troubling touch of raisins, so drink up.",Gist Ranch,87,60.0,California,Santa Cruz Mountains,Central Coast,,,Thomas Fogarty 2007 Gist Ranch Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Thomas Fogarty
11499,US,"Full and piquant aromas of black fruit, purple flowers, asphalt and pepper make for a rich and flowery nose on this bottling. Concentrated flavors of black currant and black plum ride a relatively light and airy body all the way into a grippy tannin-laced finish.",Rodney's Vineyard,92,48.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Barbieri 2014 Rodney's Vineyard Syrah (Santa Barbara County),Syrah,Barbieri
11527,US,"Baked red cherry, cinnamon, star anise, dried dill and oregano and a touch of Kalamata olive decorate the fresh, fruity but spicy nose on this bottling. Black pepper and more olive characteristics pop on the palate, with crushed herbs, orange peel, tart cranberry, black peppercorns and North African spice properly representing this cool-climate vineyard.",Coast Grade Vineyard,93,50.0,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2013 Coast Grade Vineyard Pinot Noir (Ben Lomond Mountain),Pinot Noir,Beauregard
11551,France,"An attractively aromatic wine, full of open fruitiness. It has layers of black currant fruit that go with the fresh acidity, plus a touch of herbs that are followed by firm tannins. Juicy and ready to drink from 2015.",,86,35.0,Bordeaux,Blaye Côtes de Bordeaux,Napa,Roger Voss,@vossroger,Château Crusquet de Lagarcie 2009  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Crusquet de Lagarcie
11558,France,"A firmly structured wine, solid with tannins and with structure. The wine is also full of fruit potential, ripe with red berries. It is dense wine that needs to age. Drink from 2025.",Aux Cras Premier Cru,93,50.0,Burgundy,Beaune,Willamette Valley,Roger Voss,@vossroger,Maison Champy 2015 Aux Cras Premier Cru  (Beaune),Pinot Noir,Maison Champy
11599,US,"The oak notes of dried coconut, coffee bean and vanilla are far out front here and provide a good deal of the aromas and flavors. But some pretty things are going on in the bottle; it's just hard to get at them.",U50,87,38.0,Idaho,,Washington Other,Sean P. Sullivan,@wawinereport,Vale 2011 U50 Tempranillo,Tempranillo,Vale
11653,Portugal,"Named after a traditional Portuguese dance, this open wine is full of generous fruits and soft tannins. It has structure inevitable in a Douro wine, but its light touch makes the wine remarkably food friendly. Screwcap.",Charamba,86,8.0,Douro,,South Coast,Roger Voss,@vossroger,Aveleda 2011 Charamba Red (Douro),Portuguese Red,Aveleda
11702,Spain,"Woodsy, briary aromas of leather, sagebrush and black cherry set up a firm, clampy palate. Flavors of vanilla, dill, raspberry and salt are honest and traditional for Rioja, while light oak and vanilla flavors along with scratchiness drive a crisp finish to conclusion.",Viña Zaco,88,15.0,Northern Spain,Rioja,Central Coast,Michael Schachner,@wineschach,Bodegas Bilbainas 2012 Viña Zaco  (Rioja),Tempranillo,Bodegas Bilbainas
11707,Italy,"Aromas suggesting dark berry, exotic spice and toasted oak come together in this. The tight palate is more subdued than the nose, recalling sour berry and powdered herbs alongside astringent tannins.",Gaia Principe,87,48.0,Piedmont,Barbaresco,Central Coast,Kerin O’Keefe,@kerinokeefe,Prinsi 2014 Gaia Principe  (Barbaresco),Nebbiolo,Prinsi
11709,US,"A very nice wine, showcasing the Napa style of lush, plush opulence. It's softly tannic, with ripe blackberry, raspberry, mocha and cedar flavors. Not an ager—drink by 2015.",Double Lariat,89,45.0,California,Napa Valley,Napa,,,Jamieson Ranch 2011 Double Lariat Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jamieson Ranch
11776,France,"A marvelously intense wine, the Chardonnay singing with light toast and acidity. The wine has layers of green apple, spice, a tight texture and orange zest highlights. Age for at least seven years.",,97,410.0,Burgundy,Bienvenues Bâtard-Montrachet,Washington Other,Roger Voss,@vossroger,Domaine Leflaive 2008  Bienvenues Bâtard-Montrachet,Chardonnay,Domaine Leflaive
11844,US,"Creamy yet not overly viscous, this wine finds a nice balance between fruit and juicy acidity, showing off well-crafted apricot, green apple and nut notes. Light bodied and totally fresh, it gains layers of citrus as it evolves in the glass.",Catie's Corner,93,26.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Joseph Swan Vineyards 2015 Catie's Corner Viognier (Russian River Valley),Viognier,Joseph Swan Vineyards
11969,US,"Unfortunately underripe, with an asparagus and pepper taste to the coffee and currants. Lacks fruity richness.",Obsidian Ridge Vineyard,82,28.0,California,Red Hills Lake County,Central Valley,,,Obsidian Ridge 2007 Obsidian Ridge Vineyard Syrah (Red Hills Lake County),Syrah,Obsidian Ridge
11988,US,"Light and clean aromas of Asian pear, pear blossoms, apple flesh and white flowers show on the nose of this bottling from a property on the far western edge of the maritime appellation. Bright acidity presents flavors of lime, green apples, Anjou pear flesh and a touch of kiwi, with savory sea-salt touches.",,93,35.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Presqu'ile 2014 Chardonnay (Santa Maria Valley),Chardonnay,Presqu'ile
12043,US,"Bone dry and tart, this is made without oak, allowing the grape's natural acidity and flavors to star. There's a minerality to the lemons and limes, with hints of vanilla and white pepper. What a glorious partner for oysters on the half shell.",,90,20.0,California,Monterey,Central Coast,,,Cambiata 2012 Albariño (Monterey),Albariño,Cambiata
12163,Spain,"Grapy aromas seem simple at first, but with time tarry black plum and citrus peel notes emerge. This is very tannic, arguably a bit too much so. Plum, blackberry and chocolate flavors end with a reverb of hard tannins. For best results, give this as much air as possible.",Anzil,89,25.0,Northern Spain,Toro,South Coast,Michael Schachner,@wineschach,Viña Mayor 2012 Anzil  (Toro),Tempranillo,Viña Mayor
12165,Spain,"This is a ripe, earthy, modern-leaning Rioja with aromas of blackberry, raisin and rubber. Soft and fleshy on the palate, what this easygoing number lacks in structure is made up for in charm. Ultraripe flavors of plum and berry come with a chocolaty accent, while the finish is smooth and tastes earthy and spicy. Drink through 2019.",Lindes de San Vincente,90,32.0,Northern Spain,Rioja,Central Valley,Michael Schachner,@wineschach,Remelluri 2011 Lindes de San Vincente  (Rioja),Tempranillo Blend,Remelluri
12171,US,"A distinctive personality shines through in the almost floral and lightly spicy aromas, the vivid and generous cherry-tart flavors and the ever-so-supple texture of this full-bodied wine. While it has firm acidity and tannins, this is a posh, luxurious beverage in which to indulge.",Nash Mill Vineyard,93,40.0,California,Anderson Valley,North Coast,Jim Gordon,@gordone_cellars,Waits-Mast 2012 Nash Mill Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Waits-Mast
12206,France,"Herbaceous and fruity, this has a textured character, with an orange zest note and a strong lemon juiciness. It's fresh and ready to drink, but it will likely age for a few years.",,86,12.0,Bordeaux,Bordeaux Blanc,South Coast,Roger Voss,@vossroger,Château Marac 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Marac
12411,Italy,"This 100% of Merlot from Tuscany opens with aromas of prune and raisin that recall uve passite or dried grapes. The palate offers concentrated fig, raisin and mocha and you'll also detect the warmth of evident alcohol. The overall lack of freshness makes this appear clunky and evolved.",I Puri,86,120.0,Tuscany,Toscana,Southern Oregon,Kerin O’Keefe,@kerinokeefe,Olivi 2009 I Puri Merlot (Toscana),Merlot,Olivi
12483,US,"The chilly vintage has given this Sauvignon Blanc an unripe edge. There are notes of gooseberries alongside the lemons and limes. The finish is dry, but honeyed, and brightened with crisp acidity.",,82,15.0,California,Dry Creek Valley,Sonoma,,,Quivira 2012 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Quivira
12587,US,"A value Gewurztraminer made from good fruit, this is easy to enjoy with its spicy apricot and lychee flavors. At 8 g/L residual sugar, there's just enough sweetness to keep it interesting, but not distract. The wine finishes dry and its juiciness calls out for smoked salmon.",,88,14.0,California,Anderson Valley,Finger Lakes,Virginie Boone,@vboone,Husch 2012 Gewurztraminer (Anderson Valley),Gewürztraminer,Husch
12613,France,"With dry tannins, this 100% Gamay also has plenty of fruit that will give acidity and red-cherry flavors. For the next few months, it needs to soften and round out. Drink from 2016.",Cuvée de l'Ermitage,86,16.0,Beaujolais,Beaujolais-Villages,Oregon Other,Roger Voss,@vossroger,Pardon et Fils 2014 Cuvée de l'Ermitage  (Beaujolais-Villages),Gamay,Pardon et Fils
12639,Italy,"D'Amare is a rich blend of Chardonnay and Viognier, offering a thick, viscous mouthfeel and bright notes of apricot, pear, pineapple and exotic fruit. It shows fine density and a creamy finish.",D'Amare,88,50.0,Tuscany,Toscana,Napa,,,Diadema 2011 D'Amare White (Toscana),White Blend,Diadema
12693,Chile,"Cassis, cherry and coconut aromas are toasty and offer a minerally note. Lively and juicy across the palate, this Maipo Cabernet brings a typical Chilean mix of plum, currant, herb, spice and chocolate flavors. A dry, peppery finish shows some unresolved oak, meaning this has more time to mature. Drink through 2018.",Protegido,91,50.0,Buin,,Columbia Valley,Michael Schachner,@wineschach,Viña Maipo 2010 Protegido Cabernet Sauvignon (Buin),Cabernet Sauvignon,Viña Maipo
12729,Germany,"While rich and almost nectar like in ripeness, this vibrantly peachy, floral wine is kept in check by an exhilarating strike of lime acidity. Off dry in style, it's concentrated and penetrating, yet bracingly sheer. It would be a showstopper apéritif at the most elegant cocktail party.",Piesporter Günterslay Kabinett,91,22.0,Mosel,,Washington Other,Anna Lee C. Iijima,,Ulrich Langguth 2014 Piesporter Günterslay Kabinett Riesling (Mosel),Riesling,Ulrich Langguth
12739,Australia,"For a fortified wine with a light amber hue, this is wonderfully fresh and citrusy, with aromas and flavors of marmalade and bergamot. Honeyed, toffee-like notes add depth, with the richness of the wine brought home by the slightly viscous finish.",,89,19.0,Victoria,Rutherglen,Long Island,Joe Czerwinski,@JoeCz,Campbells NV Tokay (Rutherglen),Tokay,Campbells
12814,Austria,The sumptuousness of the nose belies the 2014 vintage: this is Zweigelt made plummy and elegant to render it like velvet. There are wonderful overtones of dried Morello which give this additional color and aromatic lift. The body remains slender but shows beautiful concentration. We are left with elegance that is distinct but not heavy.,Rubin Carnuntum,90,24.0,Carnuntum,,South Coast,Anne Krebiehl MW,@AnneInVino,Netzl 2014 Rubin Carnuntum Zweigelt (Carnuntum),Zweigelt,Netzl
12868,France,"This wine is quite closed at this stage with dark tannins and a firm texture. The dry edge obscures attractive fruitiness, finishing with acidity and freshness.",,86,13.0,Bordeaux,Bordeaux Supérieur,Washington Other,Roger Voss,@vossroger,Château la Tourbeille 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château la Tourbeille
12902,Spain,"Good berry aromas form a nice opening, and there are solid spice and herbal notes to boot. Feels juicy, well-cut and tighter than in years past, with blackberry, tea, spice and cured meat flavors. Oaky on the back side, but complex and showing potential. Hold through 2013, then drink.",Malleolus,90,73.0,Northern Spain,Ribera del Duero,Southern Oregon,Michael Schachner,@wineschach,Emilio Moro 2008 Malleolus  (Ribera del Duero),Tinto Fino,Emilio Moro
12938,US,"Not as rich or concentrated as the previous vintage, and the acidity is low, making for a mushy texture. Still, the peach and tropical fruit flavors are good. Turns hot with alcohol on the finish.",Firepeak Vineyard,85,25.0,California,Edna Valley,Central Coast,,,Carpe Diem 2001 Firepeak Vineyard Chardonnay (Edna Valley),Chardonnay,Carpe Diem
13038,Italy,"The wine is already showing signs of maturity; the color is edged with brown and the nose has earthy, tar aromas alongside the dark youthful fruit. Structure is soft and integrated, and the wine shows slightly less maturity on the palate where the fruit is more primary, but still a wine that should be enjoyed relatively soon.",Tortoniano,88,47.0,Piedmont,Barolo,Sonoma,,,Michele Chiarlo 2003 Tortoniano  (Barolo),Nebbiolo,Michele Chiarlo
13161,US,"This wine, which includes 17% Mourvèdre and 8% Grenache, is a blend of fruit from Arianses, Stone Tree, Ciel du Cheval and Heart of the Hill vineyards. Baking spice, vanilla, dark fruit and cocoa aromas lead to ripe, generous black fruit flavors. It's a bold, hedonistic interpretation of the variety, with oak playing a prominent role.",,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Syrah (Columbia Valley (WA)),Syrah,:Nota Bene
13187,US,"Harsh, sweet and sour, this has a gluey texture that frames the cherry cough-medicine flavors.",Coastal Series,80,18.0,California,California,California Other,,,Arrow Creek 2011 Coastal Series Cabernet Sauvignon (California),Cabernet Sauvignon,Arrow Creek
13231,US,"Aromas of ripe peaches, white flowers and fresh jasmine explode from the glass. The wine tastes sweet but still shows delicacy, with enough acid to balance it all out.",Special Harvest,88,10.0,Idaho,,Napa-Sonoma,Sean P. Sullivan,@wawinereport,Ste. Chapelle 2015 Special Harvest Riesling,Riesling,Ste. Chapelle
13247,France,"Produced from organically grown grapes, the wine is soft, ripe and full of fruit. Red cherries dominate, with a touch of wood from the 12 months of barrel aging. It has a bright, crisp and juicy aftertaste.",En Saburin Cuvée Romain,88,30.0,Beaujolais,Brouilly,California Other,Roger Voss,@vossroger,Robert Perroud 2014 En Saburin Cuvée Romain  (Brouilly),Gamay,Robert Perroud
13272,US,"Red cherries, pure and ripe, are the heart of this soft wine. It's a bit low in acidity, but a few drops of Petite Sirah, Carignane and Alicante help give it structure. At four years of age, it's ready to drink now.",,86,30.0,California,Sonoma Valley,Sonoma,,,Mathis 2009 Grenache (Sonoma Valley),Grenache,Mathis
13313,Spain,"Cherry and watermelon aromas are fair and easy, while raspberry and plum-skin flavors finish pithy and citrusy.",Excellens,87,20.0,Northern Spain,Rioja,Finger Lakes,Michael Schachner,@wineschach,Marqués de Cáceres 2014 Excellens Rosado (Rioja),Rosado,Marqués de Cáceres
13478,Italy,"Compared to the 2003 vintage, the fruit is slightly more vibrant and polished here. There's also a slightly green note of herb or dill that we didn't notice in the past. The mouthfeel is, however, bright, crisp and refreshingly informal.",I Saltari Le Vigne di Turano,87,27.0,Veneto,Valpolicella Superiore,Napa,,,Sartori 2004 I Saltari Le Vigne di Turano  (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Sartori
13482,Portugal,"This firmly structured wine has robust tannins and concentrated black fruit. It's ripe and juicy, with blackberry flavor and acidity. Although drinkable now, it will be better from 2018.",Vilalva Reserva,88,11.0,Douro,,Southern Oregon,Roger Voss,@vossroger,Enoport 2015 Vilalva Reserva Red (Douro),Portuguese Red,Enoport
13512,Italy,"After a few swirls of the glass, this elegant red releases aromas of ripe wild berry, pipe tobacco, dried herb and a whiff of dark spice. The supple succulent palate doles out fleshy black cherry, baking spice and a hint of licorice framed in velvety tannins. Smooth and delicious, it's already approachable, but will offer fine drinking for several years or more. Drink through 2021.",Riserva,93,80.0,Tuscany,Brunello di Montalcino,North Coast,Kerin O’Keefe,@kerinokeefe,Caparzo 2011 Riserva  (Brunello di Montalcino),Sangiovese,Caparzo
13526,Germany,"Dusty saffron, earth and bitter minerals lend a savory tone to this otherwise appley, lime-inflected dry Riesling. It's crisp and sheer on the palate but the finish is bold with a steely, cool resonance. Drink now through 2019.",Trocken,88,22.0,Mosel,,Central Coast,Anna Lee C. Iijima,,Maximin Grünhäuser 2014 Trocken Riesling (Mosel),Riesling,Maximin Grünhäuser
13636,Austria,"The slightest minty lift is perceptible on the nose, hovering above black cherry. The palate shows tightly packed, dense, ripe but fresh fruit, as crunchy and juicy as ripe but tart cherries. There is something masculine in the muscular but fine structure. Tautness suggests that this will benefit from mellowing bottle age. Drink from 2017 through 2025.",,92,55.0,Leithaberg,,Napa,Anne Krebiehl MW,@AnneInVino,Prieler 2013 Blaufränkisch (Leithaberg),Blaufränkisch,Prieler
13712,Italy,"Underbrush, saddle leather, dark berry and culinary spice aromas slowly unfold in the glass. Succulent and full bodied, the firmly structured palate delivers raspberry compote, ripe Marasca cherry, baking spice and pipe tobacco framed in youthfully assertive but noble tannins and bright acidity. A savory mineral note lingers on the finish. This is one for the long haul. Drink 2025–2053.",Prapò,96,70.0,Piedmont,Barolo,Long Island,Kerin O’Keefe,@kerinokeefe,Schiavenza 2013 Prapò  (Barolo),Nebbiolo,Schiavenza
13749,US,"Very dry and tannic, this Malbec has an unrelieved toughness in the mouth, despite some good cherry flavors. The texture is just too hard, and shows some bitterness in the finish. Drink now.",,85,32.0,California,Napa Valley,Napa,,,Paoletti 2006 Malbec (Napa Valley),Malbec,Paoletti
13751,France,"This wine is soft and ripe with a generous palate of wild-strawberry flavor, but a balancing act of acidity lends elegance. It's fruity but finishes crisp and dry.",Passion Légère,85,16.0,Provence,Côtes de Provence,Washington Other,Roger Voss,@vossroger,Bernard Magrez 2012 Passion Légère Rosé (Côtes de Provence),Rosé,Bernard Magrez
13821,Chile,"A smooth, modern and rich version of Chilean Syrah that's bringing it. The nose is full of mineral, graphite, coconut and heavenly black fruit, while the palate is bright, pure and delicious as it leans toward black-currant liqueur, blackberry and boysenberry. Fruity to the max, with a meaty finish and plenty of body. Drink now through 2013.",La Cumbre,92,120.0,Aconcagua Valley,,Napa-Sonoma,Michael Schachner,@wineschach,Errazuriz 2007 La Cumbre Syrah (Aconcagua Valley),Syrah,Errazuriz
13824,US,"This Oak Ridge bottling is rich and unctuous. Scents and flavors of rose petals mingle with a lightly soapy, oily, broad midpalate that floats along on a bed of flowers, stone fruits, toast, hazelnuts, caramel and stone. A splash of everything, but it comes together in a seductive, open framework with just enough acid to support it.",Oak Ridge Vineyard,89,18.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Sineann 2007 Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (OR)),Gewürztraminer,Sineann
13841,US,"Light in color, almost rusty. Fleshy aromas of chunky, brambly fruit also offer a lot of pepper, both black and green. With good body and texture, you’re hopeful for more in the mouth, but the fruit is marred by the essence of veggies, even tasting a bit stewed.",,82,15.0,California,Sonoma County,Sonoma,Michael Schachner,@wineschach,Sonoma Creek 1998 Pinot Noir (Sonoma County),Pinot Noir,Sonoma Creek
13847,Romania,"High-toned berry and cherry aromas introduce this easy drinking, yet nicely structured Pinot Noir. The palate is ripe with blueberry and plum flavors, but bolstered by tart cranberry acidity and a flurry of fresh green herbs. Soft tannins carry out the finish.",Dreambird,87,7.0,Viile Timisului,,New York Other,Anna Lee C. Iijima,,Cramele Recas 2012 Dreambird Pinot Noir (Viile Timisului),Pinot Noir,Cramele Recas
13881,US,"Aromas of cherry, baking spices, cocoa and herbs are followed by dark fruit and vanilla flavors with a creamy feel. It's a bit oak-driven but overall it works.",,88,13.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Lone Birch 2013 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Lone Birch
13910,US,"Simple in buttered popcorn and toast flavors, this Chard has underlying flavors of pineapples. It's a dry wine, crisp in acidity. Made in the popular style for drinking now.",,86,22.0,California,Napa Valley,Napa,,,V. Sattui 2008 Chardonnay (Napa Valley),Chardonnay,V. Sattui
13974,US,"A bit voluptuous in style, this bold, round Chardonnay accents fresh apple and pear with slick tones of buttered popcorn and toast. It's rich and silky in mouthfeel with a lingering kiss of warmth on the finish.",Perle,86,30.0,New York,"The Hamptons, Long Island",Long Island,Anna Lee C. Iijima,,"Wölffer 2012 Perle Chardonnay (The Hamptons, Long Island)",Chardonnay,Wölffer
13977,Portugal,"It's unclear why this wine's bottle has to be so heavy. After all, the wine inside is ripe, fruity and very ready to drink, certainly not for aging. Black fruits have matured into a leather texture and smoky flavors. The wine is ripe and full in the mouth with just a touch of pepper at the end from alcohol. Drink now.",QP Colheita Seleccionada,86,13.0,Alentejano,,Finger Lakes,Roger Voss,@vossroger,Marcolino Sebo 2010 QP Colheita Seleccionada Red (Alentejano),Portuguese Red,Marcolino Sebo
13997,Chile,"Bright but basic plum, spice and leather aromas are uncomplicated. This feels grabby and rugged, with chewy tannins. Leafy red-fruit flavors offer a jammy side note, while this finishes with dry, scouring tannins.",Expedicion,86,12.0,Maule Valley,,Central Valley,Michael Schachner,@wineschach,Finca Patagonia 2015 Expedicion Syrah (Maule Valley),Syrah,Finca Patagonia
14006,US,"Rich and layered in cherries, red currants, pepper and gingerbread, this Zin has soft, lush tannins and a spicy finish. It's a good wine to drink with barbecue.",Old Vine,86,13.0,California,California,California Other,,,Truant 2010 Old Vine Zinfandel (California),Zinfandel,Truant
14032,US,"A tart sour-cherry note is warmed by hints of sweet vanilla and freshly shaven cedar on this brisk, sprightly wine. Hints of wet leaves and brine add a tinge of savoriness to the palate.",Amulet DeMarco Vineyards,86,17.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Seneca Shore NV Amulet DeMarco Vineyards Pinot Noir (Finger Lakes),Pinot Noir,Seneca Shore
14190,France,"This firm, smoky wine with fine tannins and ripe fruit is developing well, allowing the berry fruits to come through the structure. Give this wine until late 2016.",,84,25.0,Bordeaux,Bordeaux Supérieur,Sierra Foothills,Roger Voss,@vossroger,Château Laronde Désormes 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Laronde Désormes
14256,France,"Tart red currant and red apple mingle with tangy citrus on nose and palate. Very frothy lively mousse fizzes across the palate, making it refreshing and appetizing. The citrus and tart red-fruit notes appear again on the clean dry finish, making it moreish and long.",Mayerling Brut Rosé,89,40.0,Alsace,Crémant d'Alsace,South Coast,Anne Krebiehl MW,@AnneInVino,Cave de Turckheim NV Mayerling Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Cave de Turckheim
14316,US,"This unique blend of Chardonnay, Viognier and Marsanne by Bob Lindquist is priced to sell. Fragrant Gravenstein apple, pink-grapefruit pith and a touch of honeysuckle show on the nose, followed by flavors of apple blossoms, lemon and lime zest on the light and easy palate that sizzles with a cider-like acidity.",A Modern,88,17.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Qupé 2015 A Modern White (Central Coast),White Blend,Qupé
14378,Italy,"An inky dark color sets the stage for this thickly extracted Brunello. Oak-inspired shadings of clove, nutmeg and toast appear at first and are slowly followed by dark cherry, blackberry and currant. Despite all that color and aromatic intensity, the wine seems quite tame and lean in the mouth.",,89,65.0,Tuscany,Brunello di Montalcino,Sonoma,,,La Fornace 2008  Brunello di Montalcino,Sangiovese Grosso,La Fornace
14383,US,"Quite good, but some vegetal flavors mar this dessert wine, which is very sweet, with 18% residual sugar. Such sweetness is usually enough to satisfy on its own, but despite the apricot, tangerine and vanilla flavors, a stubborn green streak lowers the score.",The Central Late Harvest,87,40.0,California,Santa Maria Valley,Central Coast,,,Tres Vinicultores 2008 The Central Late Harvest Chardonnay (Santa Maria Valley),Chardonnay,Tres Vinicultores
14429,US,"Has a slight cheddar note from lees, riding over apple and lemon aromas. It drinks fruity and citrusy, and quite acidic, with a long, lemonade-flavored aftertaste. A clean, delightful wine.",,86,16.0,Oregon,Oregon,Oregon Other,,,Dundee Springs 1999 Pinot Blanc (Oregon),Pinot Blanc,Dundee Springs
14435,US,"This fascinating, wild-yeast wine is on the lighter, rustier side of the color spectrum. It smells exotic and complex, like oolong tea, dried mushrooms and forest floor. Flavors are plummy yet savory, while firm tannins and medium body add good structure. The emphasis is on finesse and grape-driven personality, as the wine uses no new oak barrels and 30% whole-cluster fermentation.",Valenti Vineyard,94,48.0,California,Mendocino Ridge,Southern Oregon,Jim Gordon,@gordone_cellars,Baxter 2013 Valenti Vineyard Pinot Noir (Mendocino Ridge),Pinot Noir,Baxter
