id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1901,US,"Primarily Merlot, with 18% Cabernet Sauvignon (from the Bacchus vineyard) filling out the blend. Lovely aromatics open into a high acid red with raspberries and plums. It profits from extended breathing time, though ultimately fades away into a somewhat chalky finish.",Palisade Red,89,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Soos Creek 2011 Palisade Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Soos Creek
1906,US,"Round and rich, this wine takes on renewed complexity in the glass. Seductive in earthy red and black berry fruit and exotic spice, it offers naturally realized structure in a stylized package that should remain interesting for years.",Durell Vineyard,93,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Three Sticks 2011 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Three Sticks
1910,France,"Stylish wine, balanced, intensely elegant. It has freshness and also weight, encased in a structure that is poised, beautifully integrating black currant fruit and chocolate flavors.",,94,,Bordeaux,Pauillac,Sierra Foothills,Roger Voss,@vossroger,Château Pichon Longueville Comtesse de Lalande 2008  Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
1917,France,"Ripe notions of juicy pear and hay flowers have a lovely zesty edge on the nose. The palate confirms this with concentrated counterpoints of honeyed fruit and bright citrus zestiness. This is full on and rich, and a touch of residual sweetness gives this extra heft and conviction. It is the citrus freshness that provides structure and direction. The finish is merely off dry, so this will shine alongside various dishes. Drink 2017–2025.",Mambourg Grand Cru,92,45.0,Alsace,Alsace,Willamette Valley,Anne Krebiehl MW,@AnneInVino,Pierre Sparr 2015 Mambourg Grand Cru Pinot Gris (Alsace),Pinot Gris,Pierre Sparr
1935,US,"This study of St. Emilion-style wines shows a density of blackberry and blueberry fruit as well as bittersweet fudge and concentrated lilacs, proving both showy yet elegant. The palate is expertly layered with rich blackcurrant, milk chocolate, mocha and graphite flavors. This one is ready to drink now.",Cuvée St. E,93,50.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2012 Cuvée St. E Red (Paso Robles),Bordeaux-style Red Blend,J. Lohr
1959,Portugal,"Pure Alicante Bouschet, this wine is rich and generously ripe. At this young stage it does seem to have surfeit of toasty wood and hopefully this will integrate. It's certainly not shy, with its bold black currant flavors and balanced acidity. Drink this wine from 2017.",Terra d'Alter,90,20.0,Alentejano,,New York Other,Roger Voss,@vossroger,Terras de Alter 2014 Terra d'Alter Alicante Bouschet (Alentejano),Alicante Bouschet,Terras de Alter
1981,US,"This Zin, which gets a boost from 20% Grenache and 5% Petite Sirah, shows a slightly sweet touch on the nose, where dark strawberry and baked cherries meet with a touch of asphalt. The palate is quite syrup and fruit-driven, with blueberry, blackberry, cola and root-beer flavors reminiscent of soda-pop concentrate.",Big Barrel,85,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Minassian-Young 2013 Big Barrel Zinfandel (Paso Robles),Zinfandel,Minassian-Young
1983,US,"A blend of Viognier and Roussanne, this humbly-labeled white is a revelation. On the palate, it has the style and sleekness of fine Burgundy, with flavors running through a spectrum of herb, citrus and tree fruits. This is polished and seductive.",,91,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Southard 2010 White (Columbia Valley (WA)),Rhône-style White Blend,Southard
2009,France,"With some richness, this is a drink-now rosé. The initial fresh fruit has diminished, leaving a rounded, caramel-flavored wine without acidity.",Rosé,83,10.0,Provence,Côtes de Provence,Oregon Other,Roger Voss,@vossroger,Barton & Guestier 2009 Rosé Red (Côtes de Provence),Rhône-style Red Blend,Barton & Guestier
2016,US,"Grapes for this wine were sourced from mostly Sonoma and Lake counties, with an additional 22% brought in from San Joaquin. The blend holds Zinfandel, Cabernet Sauvignon, Syrah, Merlot, Petite Sirah and Primitivo. Here, the kitchen sink approach works well, offering classic elements of herb, leather and savory plum, with a streak of black pepper and tannins that soften in the glass.",Winemaker's Blend,88,23.0,California,Sonoma County-Lake County,North Coast,Virginie Boone,@vboone,Ghost Pines 2013 Winemaker's Blend Red (Sonoma County-Lake County),Red Blend,Ghost Pines
2029,US,"This old-vine site, now entering its fifth decade, brings a lean, tight profile to this wine, with a strong mineral foundation. The structure and sleek styling, with tangy raspberry fruit and a slightly chalky finish, suggest that this wine will improve now through 2025 and beyond.",Maresh Vineyard,91,60.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Kelley Fox 2012 Maresh Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Kelley Fox
2042,Argentina,"Plum and berry aromas are straightforward, but also clean and nice. The palate on this wine from San Rafael is focused and orderly, with flavors of red fruits, spice and mild woody notes. Long lasting on the finish, with freshness and just a modicum of tannic bite.",Gran Reserva,88,25.0,Mendoza Province,,Washington Other,Michael Schachner,@wineschach,Tango Reàl 2008 Gran Reserva Malbec,Malbec,Tango Reàl
2044,US,"Crisp, pristine blackberry notes are deeply penetrating on the nose and palate. It's ripe and luscious on the palate with layers of savory herb, smoke and hay that add complexity and flair. Big, impenetrable tannins need time to mellow, but are likely to smooth out beautifully through 2019.",Christian's Cuvee,90,100.0,New York,"The Hamptons, Long Island",Long Island,Anna Lee C. Iijima,,"Wölffer 2010 Christian's Cuvee Merlot (The Hamptons, Long Island)",Merlot,Wölffer
2052,US,"Made entirely from Syrah grown on two vineyard sites, then fermented and aged in stainless steel, this wine is light pink-orange in color and begins with a robust flavor of hazelnut and savory lemon peel. Dry and crisp, it remains lighthearted in the glass, finishing with a tease of grapefruit.",Syrah,91,21.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Sidebar 2016 Syrah Rosé (Russian River Valley),Rosé,Sidebar
2088,South Africa,"The palate is drenched in sweet oak and sugarplums. This is not to say that it is a syrupy quaff: there is also cocoa, toast, dried herbs and a note of eucalyptus that pinches at the finish.",,85,30.0,Robertson,,Southern Oregon,,,Prospect 1870 1998 Cabernet Sauvignon (Robertson),Cabernet Sauvignon,Prospect 1870
2096,US,"Mourvèdre is an awfully hard variety to get right in California, but Quivera has done an outstanding job. The wine is fully ripe, showing cassis, milk chocolate and pepperspice flavors, and it's also very soft, making it immediately drinkable. But it's the refined tannin structure that lifts it up.",Wine Creek Ranch,89,32.0,California,Dry Creek Valley,Sonoma,,,Quivira 2006 Wine Creek Ranch Mourvèdre (Dry Creek Valley),Mourvèdre,Quivira
2099,Mexico,"Here's a true Sauvignon Blanc with spunky green aromas and plenty of grapefruit. It feels citric and lemony on the tongue, with citrusy flavors of tangerine and lime. It finishes tight and zesty, like a good Sauvignon Blanc should.",Viña Kristel,86,13.0,Valle de Guadalupe,,Oregon Other,Michael Schachner,@wineschach,Monte Xanic 2011 Viña Kristel Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Monte Xanic
2104,Austria,"A trim, redcurrant fruited light red that is very refreshing: this might even take to being chilled. Red-currant flavors are uppermost, the tannins are soft, light and ready. Drink this now while it's fresh and fruity.",Selection,86,26.0,Burgenland,,Willamette Valley,Anne Krebiehl MW,@AnneInVino,Juris 2011 Selection Pinot Noir (Burgenland),Pinot Noir,Juris
2106,France,"In the same family since the 18th century, this estate has produced a soft, smooth and rounded wine. It has weight while the red fruits are ripe and full in the mouth. It does miss some crispness, although with its forward fruitiness it is generous and ready to drink.",,88,20.0,Provence,Côtes de Provence,Oregon Other,Roger Voss,@vossroger,Château de Pourcieux 2016 Rosé (Côtes de Provence),Rosé,Château de Pourcieux
2112,France,"Shy but very pure notes of ripe juicy pear and fresh ripe mirabelle plum appear on the nose. They continue seamlessly on the full-bodied palate where they find a fitting counterpoint in its phenolic texture, which has a pleasantly bitter edge. This is bone dry but unusually full-bodied for a Sylvaner, highlighting the ripeness of the 2015 vintage. The finish is long and underlines the quiet power of this wine.",Zotzenberg Grand Cru,91,40.0,Alsace,Alsace,Central Coast,Anne Krebiehl MW,@AnneInVino,Boeckel 2015 Zotzenberg Grand Cru Sylvaner (Alsace),Sylvaner,Boeckel
2133,Germany,"Clouds of powdery mineral and pollen blanket dense, ripe peach and apricot in this sprightly, feather-light Riesling. Semidry in style, it bristles with tart tangerine acidity. The finish is long and perfumed in honeysuckle. Drink now through 2025.",Erdener Treppchen Spätlese,92,34.0,Mosel,,Sierra Foothills,Anna Lee C. Iijima,,Dr. Loosen 2013 Erdener Treppchen Spätlese Riesling (Mosel),Riesling,Dr. Loosen
2139,Austria,"Rich and rounded, this has notes of spice and ripe white and yellow fruit. Immediately attractive, it has complex acidity and a zesty texture. This should be ready to drink in 6 months. Screwcap.",,90,22.0,Kamptal,,Napa,Roger Voss,@vossroger,Loimer 2011 Grüner Veltliner (Kamptal),Grüner Veltliner,Loimer
2145,Italy,"This warm, forward wine has sensations of nail polish remover, underbrush, resin, mature black plum and overripe black cherry. The evolved palate is framed by astringent tannins that dry out the mouth.",Nero Né,86,49.0,Southern Italy,Taurasi,Willamette Valley,Kerin O’Keefe,@kerinokeefe,Il Cancelliere 2007 Nero Né  (Taurasi),Aglianico,Il Cancelliere
2153,US,"Still quite closed, this wine has a wealth of French oak toast and spices alongside dark berries. It's silky and restrained but with great depth of flavors and intensity.",,89,36.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Bunnell 2008 Syrah (Horse Heaven Hills),Syrah,Bunnell
2167,Portugal,"An off-dry lightly fizzy Vinho Verde, this is crisp, clean and fruity. With its citrus kick, it needs to be drunk this summer.",Anjos de Portugal,84,7.0,Vinho Verde,,Napa,Roger Voss,@vossroger,Quinta da Lixa 2016 Anjos de Portugal White (Vinho Verde),Portuguese White,Quinta da Lixa
2170,US,"Seared lemon, hazelnut, brown butter and sandalwood with a graphite minerality come through on the nose of this complex wine from Jonathan Nagy. The palate offers hints of herbs and chamomile at first, then washes of citrusy acidity and apple notes, all held together with steely tension.",Bien Nacido Vineyard,93,40.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Byron 2014 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Byron
2204,France,"This wine has dry tannins and some concentration as well as the bright, cherry-fresh Beaujolais fruit. That gives it a serious side with structure and potential. The 100% Gamay vineyard is on slopes in the heart of Beaujolais Villages. Drink from 2016.",Cuvée Tracot,88,15.0,Beaujolais,Beaujolais-Villages,Oregon Other,Roger Voss,@vossroger,Domaine Dubost 2014 Cuvée Tracot  (Beaujolais-Villages),Gamay,Domaine Dubost
2214,US,"This is a pretty good Cabernet, although it's a little direct in its appeal. Flatters the palate with strong flavors of blackberries, currants, dark chocolate and oak, with rich tannins and a long, fruity finish. Flamboyant, if not particularly complex. Drink now.",,87,28.0,California,Napa Valley,Napa,,,Girard 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Girard
2229,France,"This medium-bodied wine has a slightly dusty mouthfeel, which gives its palate just enough shape to highlight the flavors of dried dark-skinned fruit. It's a little pruney, but would probably work fine with stews or hard cheeses.",,85,18.0,Rhône Valley,Vacqueyras,Willamette Valley,Joe Czerwinski,@JoeCz,Les Trois Couronnes 2011 Red (Vacqueyras),Rhône-style Red Blend,Les Trois Couronnes
2241,Italy,"Here is an extremely fragrant and buoyant Grechetto (with a small percentage of Chardonnay) that delivers bright tones of fresh flower, acacia, honey and white peach. It's light, fresh and would be perfect to serve on a hot summer day thanks to its cleansing freshness.",Castagnolo,88,15.0,Central Italy,Orvieto Classico Superiore,Southern Oregon,,,Barberani 2008 Castagnolo  (Orvieto Classico Superiore),White Blend,Barberani
2253,Chile,"Appealing aromas of lime and grapefruit set up a pure citrusy palate. Lime, passion fruit and grapefruit flavors are textbook for Leyda SB, while this fades away slowly and with zero bitterness or pyrazines.",Special Reserve,89,16.0,Leyda Valley,,Napa,Michael Schachner,@wineschach,Siegel 2016 Special Reserve Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Siegel
2261,US,"This Merlot is of everyday quality, with an easy-to-like silky texture and soft, almost sweet flavors of cherry, mocha and spice. It's not a bad value, and it should be widely available.",,84,12.0,California,California,California Other,,,Mirassou 2010 Merlot (California),Merlot,Mirassou
2267,Portugal,"The Sousão grape, normally only used in rare blends, has produced here a dark-colored wine packed with smoky tannins. Its fruit and intense acidity are dwarfed by its impressive structure. Age the wine at least until 2019.",,88,40.0,Douro,,North Coast,Roger Voss,@vossroger,Quinta do Vallado 2014 Sousão (Douro),Sousão,Quinta do Vallado
2270,Italy,"Aromas recall blue flower, tilled earth and a whiff of game. The bright palate offers up crushed black cherry accented with sweet baking spices alongside fresh acidity and supple tannins.",,88,29.0,Piedmont,Nebbiolo d'Alba,Sonoma,Kerin O’Keefe,@kerinokeefe,Albino Rocca 2012  Nebbiolo d'Alba,Nebbiolo,Albino Rocca
2273,US,"A lively, oak-spice aroma leads into bright red fruits and cinnamon tones on the palate. A smooth but lively texture completes the picture for this medium-bodied wine.",,88,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Belle Ambiance 2014 Pinot Noir (California),Pinot Noir,Belle Ambiance
2284,Australia,"Classic Hunter Valley Sem, if maybe just a little fruit-forward. Like tasting light-bodied lime juice that finishes fresh and clean. Drink it now with oysters, or put some aside for up to 10 years for it to develop toast, honey and marmalade aged characters.",,90,25.0,New South Wales,Hunter Valley,Oregon Other,Joe Czerwinski,@JoeCz,Tyrrell's 2016 Semillon (Hunter Valley),Sémillon,Tyrrell's
2286,Chile,"Basic citrus and green-leaning aromas introduce a mild palate with flavors of lime, celery and green herbs. A light, easy finish is on the watery and hollow side.",Bicicleta,84,12.0,Central Valley,,Napa,Michael Schachner,@wineschach,Cono Sur 2016 Bicicleta Sauvignon Blanc (Central Valley),Sauvignon Blanc,Cono Sur
2291,Italy,"This charming white discloses delicate aromas of yellow flower and stone fruit. The bright palate displays tart apple and Bartlett pear alongside bitter almond. It's balanced and fresh, with lively acidity.",Runcaris,87,13.0,Veneto,Soave Classico,Napa-Sonoma,Kerin O’Keefe,@kerinokeefe,Fattori 2013 Runcaris  (Soave Classico),Garganega,Fattori
2292,Italy,"Terrae Dei is a value wine from Sicily with fresh aromas of citrus, almond and honey. This is an easy, no-fuss wine that would pair well with pasta salad.",Terrae Dei,85,,Sicily & Sardinia,Sicilia,Sierra Foothills,,,Corvo 2009 Terrae Dei Grillo (Sicilia),Grillo,Corvo
2303,Chile,"A green, minty wave of challenging aromas comes with black olive, coconutty oak and graphite. The palate is bullish, scratchy in feel and tannic, with feral, herbal flavors of blackberry, juniper and wild herbs. Herbal and wild are the best words to describe this Syrah.",Gran Reserva,87,19.0,Maipo Valley,,Columbia Valley,Michael Schachner,@wineschach,Casa Rivas 2010 Gran Reserva Syrah (Maipo Valley),Syrah,Casa Rivas
2306,France,"This is tight, tannic and offers red-currant fruits. It has a dusty texture along with layers of acidity, spice and hints of wood aging. The wine is fresh with bright fruitiness and good acidity. The tannins do suggest aging potential, so don't drink before 2019.",Champ Salomon,88,,Burgundy,Marsannay,California Other,Roger Voss,@vossroger,Domaine Collotte 2014 Champ Salomon  (Marsannay),Pinot Noir,Domaine Collotte
2307,Italy,"Violets, spring flowers, orange peel, licorice and cola emerge from the nose of this beautiful Barolo. The tannins are tight and the acidity is bright, and the wine needs another decade of cellar aging. Once it reaches its peak drinking era, the wine would pair perfectly with duck in orange sauce or New Zealand lamb.",Sarmassa,94,,Piedmont,Barolo,Central Valley,,,Marchesi di Barolo 2005 Sarmassa  (Barolo),Nebbiolo,Marchesi di Barolo
2318,Spain,"This is fresh and jumpy on the nose, with foxy berry and plum aromas. An edgy, slightly scratchy mouthfeel comes with flavors of blueberry, boysenberry and herbal notes. This standard Tempranillo finishes minty, with licorice hints.",,85,9.0,Central Spain,La Mancha,Sierra Foothills,Michael Schachner,@wineschach,Paso a Paso 2011 Tempranillo (La Mancha),Tempranillo,Paso a Paso
2322,Italy,"Sangiovese and 10% Merlot are behind this savory red. It opens with aromas of plum, blue flower, forest floor and baking spice. The aromas follow through to the elegantly structured palate, along with juicy black cherry crushed raspberry, clove and tobacco.",Ser Lapo Riserva,92,30.0,Tuscany,Chianti Classico,California Other,Kerin O’Keefe,@kerinokeefe,Castello di Fonterutoli 2012 Ser Lapo Riserva  (Chianti Classico),Red Blend,Castello di Fonterutoli
2328,US,"Sweet and fruity in orange, pineapple, pear and lime flavors, with a good burst of acidity for balance. A rich, spicy New World-style Chardonnay for drinking now.",Estate,86,18.0,California,Paso Robles,Central Coast,,,Midnight 2009 Estate Chardonnay (Paso Robles),Chardonnay,Midnight
2347,US,"This Zin is a little on the soft side, but it's very good, even charming in the way it flatters the palate with richness. Offers a burst of ripe blackberries, currants and pepper, wrapped into perfectly ripe Napa tannins. Drink now through 2010.",Rose Knoll Vineyard,87,36.0,California,Napa Valley,Napa,,,Kasuari 2005 Rose Knoll Vineyard Zinfandel (Napa Valley),Zinfandel,Kasuari
2349,Australia,"A solid value, this off-dry Riesling features classic scents of lime sherbet, followed by hints of lime, Granny Smith apple and fresh greens. It's light in body, finishing on a refreshing tart yet sweet note.",The Stump Jump,90,13.0,South Australia,Adelaide Hills,Long Island,Joe Czerwinski,@JoeCz,D'Arenberg 2015 The Stump Jump Riesling (Adelaide Hills),Riesling,D'Arenberg
2362,US,"It's interesting and a little odd that this 100% Sauvignon Blanc, from Mondavi's heralded To Kalon's great I Block, already is showing signs of maturity, although it's only about three years old. The reserve To Kalon, released more than a year ago, was fresh and fruity. This wine by contrast is beginning to show mushroom, herb and mineral complexities alongside the citrus fruits. It's a very fine wine, superior in structural integrity and bone dry, but it will separate wine lovers into opposing camps.",To Kalon Vineyard I Block,91,75.0,California,Oakville,Napa,,,Robert Mondavi 2010 To Kalon Vineyard I Block Fumé Blanc (Oakville),Fumé Blanc,Robert Mondavi
2372,France,"The nose is still closed and gives away little. The palate has a voluptuous shape but comes tightly corseted: all is present but still closely held. The peachy fruit has a serene easy sweetness that has its perfect counter measure in orange and Meyer lemon freshness. This is poised and sweet but countered and cut by immense freshness. The aromas have yet to unfold fully. Both blood orange and peach lurk promisingly. It is the seamless poised texture of this late harvest that stands out, along with supreme purity. Wait for this. Drink 2020—2035.",Clos Jebsal,95,120.0,Alsace,Alsace,Napa,Anne Krebiehl MW,@AnneInVino,Domaine Zind-Humbrecht 2015 Clos Jebsal Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
2403,US,"Exotic hints of dill and clove open on the nose in this elegantly robust wine, which finds a balance in its brightness of red cherry and red currant. Generous tannin takes on a leathery feel on the palate, finding a softness that lingers on the finish.",Private Reserve Oakville Station,91,129.0,California,Oakville,Napa,Virginie Boone,@vboone,Spoto 2013 Private Reserve Oakville Station Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Spoto
2415,US,"Tight and scattered right out of the bottle, marked by acidity, fresh fruit, firm tannins and sweet oak. The balance seems to be there for this wine to develop some admirable qualities about 5–6 years down the road.",Arita Hills Vineyard,89,45.0,California,Sta. Rita Hills,Central Coast,,,Lafond 2009 Arita Hills Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Lafond
2420,France,"There are attractive floral and garrigue tones to the subtle fruit core of this wine, with hints of white cherry, melon rind and strawberry hull. The lively palate offers brisk acidity and lively tart-fruit flavors. A touch of white chocolate echos on the medium-length finish.",,87,12.0,Languedoc-Roussillon,Côtes de Thongue,Sonoma,Lauren Buzzeo,@laurbuzz,Domaine Montrose 2013 Rosé (Côtes de Thongue),Rosé,Domaine Montrose
2443,US,"A blend of 57% Cabernet Franc, 26% Blaufränkish and 17% Merlot, this estate wine is overtly floral on the nose, with violet and earthy geranium on a bed of red berries. The palate is racy and lithe from pulsing acidity, yet flavors of juicy blueberry and red currant prevail and ultimately the grippy tannins balance it out.",Estate Franc 'n' Franc,87,25.0,Michigan,Leelanau Peninsula,Columbia Valley,Alexander Peartree,,Shady Lane 2012 Estate Franc 'n' Franc Red (Leelanau Peninsula),Red Blend,Shady Lane
2482,France,"This gold-colored, mature wine shows deliciously rich spice as well as a dense texture. It's full bodied and definitely ready to drink.",Herrenweg,86,,Alsace,Alsace,Long Island,Roger Voss,@vossroger,Domaine Barmès-Buecher 2008 Herrenweg Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
2483,US,"Almost fleshy textured, the wine is broad on the palate yet offers good acidity for balance. Grapefruit, lemon, melon, pineapple, apple and herb flavors are blended nicely here in a fine-tuned, elegant style. Fruit driven, but not overly sweet.",Estate Bottled,88,12.0,California,Mendocino Ridge,Napa,,,Greenwood Ridge 2001 Estate Bottled White Riesling (Mendocino Ridge),White Riesling,Greenwood Ridge
2491,France,Here's an 100% unoaked Chard that offers ripe tropical notes of mango and pineapple alongside flavors of rich red apple and canteloupe in the round mouth. Softly prickling acidity leads nicely into the fruity finish.,,87,12.0,Languedoc-Roussillon,Vin de Pays d'Oc,Central Valley,Lauren Buzzeo,@laurbuzz,Le Drunk Rooster 2008 Chardonnay (Vin de Pays d'Oc),Chardonnay,Le Drunk Rooster
2513,US,"Its prime location near Archery Summit and Domaine Drouhin marks Nysa as one of Oregon's most sought-after fruit sources. Mark McNeilly (of Mark Ryan Winery) has chosen it for one of two vineyard designates for this new project. Sweet baking spices and raspberry jam are the hallmarks here, offering immediate appeal, while retaining the structure to age for another decade. Aim for an optimal drinking window from 2019 through 2024.",Nysa Vineyard,91,55.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Megan Anne 2014 Nysa Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Megan Anne
2516,Germany,"Buoyant floral perfume contrasts a slightly restrained palate that's more mineral than fruit. Off dry in style with delicate tones of honey and caramel, it finishes brisk and clean.",Niersteiner Gutes Domtal Spätlese,87,13.0,Rheinhessen,,South Coast,Anna Lee C. Iijima,,Gustav Adolf Schmitt 2014 Niersteiner Gutes Domtal Spätlese Riesling (Rheinhessen),Riesling,Gustav Adolf Schmitt
2518,Mexico,"The color is appropriately light, the aromas appropriately floral and rose-like. Fleshy cherry flavors are balanced by a helping of greens and flowers. Light and elegant. Who would've thought Nebbiolo like this could come from Mexico?",Private Reserve,88,18.0,Valle de Guadalupe,,New York Other,,,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),Nebbiolo,L.A. Cetto
2527,US,"A fine bottle at a great price, this fresh and clean-tasting Sauvignon Blanc offers a bracing mix of tree fruit, with just a touch of sweet herb. It's clearly varietal: no frills, just straightforward and very nicely made.",Two Vines,88,8.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Columbia Crest 2010 Two Vines Sauvignon Blanc (Washington),Sauvignon Blanc,Columbia Crest
2530,Italy,"Terrae Dei is a simple wine with bright fruit and a clean, berry-driven palate. Pair this wine with spaghetti and sauce stewed with cubed bacon bits.",Terrae Dei,86,14.0,Sicily & Sardinia,Sicilia,Sonoma,,,Corvo 2009 Terrae Dei Nero d'Avola (Sicilia),Nero d'Avola,Corvo
2534,US,"Pure Syrah from the Boushey vineyard, this is wound tightly around a core of pomegranate and cassis. Threads of licorice, coffee grounds and liquid smoke provide darker highlights, while the lingering finish offers details of dried leaves and herbs.",Boushey,90,30.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Forgeron 2010 Boushey Syrah (Yakima Valley),Syrah,Forgeron
2560,US,"Smoky, charred meat notes add complexity to flavors of blackberries, cocoa, cedar and spice in this St. Helena Syrah. Its tannic complexity lifts the palate to nobility. Dramatically dark in color and rich in profile, it's the winery's best bottling since 2008. It needs a few years to meld, so drink from 2015–2017.",,91,38.0,California,St. Helena,Napa,,,Four Cairn 2011 Syrah (St. Helena),Syrah,Four Cairn
2564,Chile,"Freshness and purity are limited in this Pinot from Chile's deep south. Murky and muddled on the nose, this is cidery and fairly weak in constitution. Dilute flavors of currant and raspberry finish with an herbal accent.",Quino Noir,83,43.0,Malleco,,South Coast,Michael Schachner,@wineschach,William Fèvre 2012 Quino Noir Pinot Noir (Malleco),Pinot Noir,William Fèvre
2578,US,"While very fruity, fresh and ripe tasting, this medium-bodied wine also has good acidity for balance. Light touches of vanilla, butter and nutmeg add welcome complexity.",Family Reserve,87,9.0,California,California,California Other,Jim Gordon,@gordone_cellars,Oak Grove 2016 Family Reserve Viognier (California),Viognier,Oak Grove
2604,US,"Pleasant floral aromas and sunny fruit-bowl flavors meet light buttery, earthy touches in this rather light-bodied wine. This shows nice complexity on the palate, with pear, peach and apple flavors.",Omira Hills,86,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Montevina 2013 Omira Hills Chardonnay (California),Chardonnay,Montevina
2622,Italy,"This offers aromas of black-skinned fruit, tilled soil and worn leather. The ripe palate delivers prune, coffee and toasted hazelnut with chewy tannins and the heat of evident alcohol. Drink through 2021.",Riserva,88,54.0,Tuscany,Brunello di Montalcino,Willamette Valley,Kerin O’Keefe,@kerinokeefe,Podere Paganico 2011 Riserva  (Brunello di Montalcino),Sangiovese,Podere Paganico
2637,US,"This immediately appealing wine offers aromas of plum, confection, blueberry, black olive and cocoa. The fruit flavors are sweet and concentrated, backed by lightly chalky tannins that will benefit from some time in the cellar.",,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Swiftwater Cellars 2012 Syrah (Columbia Valley (WA)),Syrah,Swiftwater Cellars
2640,Chile,"Cola, spice, peppercorn and compost aromas are present and accounted for. Firm, structured and tannic across the tongue, with refined but powerful herb, blackberry, carob and spiced flavors. A lush and generous wine with mocha and herbal notes on the finish. Only 200 cases made.",Q,89,25.0,Casablanca Valley,,Central Coast,Michael Schachner,@wineschach,Quintay 2010 Q Syrah (Casablanca Valley),Syrah,Quintay
2649,Spain,"Earthy, dried-fruit aromas are dessicated, while oaky scents of vanilla and licorice offer complexity. This Garnacha-led blend feels jammy in structure; flavors of plum and raspberry come with herbal notes, while the finish is tangy due to pointed acidity, with strawberry flavors in support.",Propiedad,88,45.0,Northern Spain,Rioja,Long Island,Michael Schachner,@wineschach,Palacios Remondo 2010 Propiedad  (Rioja),Red Blend,Palacios Remondo
2652,US,"They can't call the grapes old vine, because the vineyard is only 15 years old. But it was planted from clones that constituted an old vineyard that contained Petite Sirah, Carignane, Mataro and Alicante Bouschet. The wine is robust and rustic, with bright, briary berry fruit and spice flavors that will stand up well against any roasted meats.",Ancestor Selections,88,22.0,California,Alexander Valley,Sonoma,,,J. Rickards 2008 Ancestor Selections Zinfandel (Alexander Valley),Zinfandel,J. Rickards
2692,Chile,"Basic raspberry and plum aromas and flavors are accented by herbal, foresty notes. The palate is grabby, tannic and chunky, with herbal accents to the berry fruit flavors. Finishes with milk chocolate, acidity and tannic bite.",Reserva,84,10.0,Maule Valley,,North Coast,Michael Schachner,@wineschach,Calina 2009 Reserva Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Calina
2699,Australia,"Phil Sexton's wines under the Giant Steps label are becoming more consistent, and the 2014s may be his best yet. This is a medium- to full-bodied wine, with a supple, creamy texture and lingering notes of spring flowers and black cherries. Subtle oaking adds brown sugar and mocha shadings to the crisp finish. Drink now–2022.",Sexton Vineyard,92,42.0,Victoria,Yarra Valley,Finger Lakes,Joe Czerwinski,@JoeCz,Giant Steps 2014 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,Giant Steps
2705,France,"Luscious stone-fruit notes on the nose suggest ripeness and opulence. The palate speaks with that same generous fruit but holds a tight fresh grip that unites mirabelle, crisp green apple, bright citrus and yeasty richness. This is a beautifully balanced expressive wine with fine creamy fizz that is lovely now but will also reward laying down. The finish is long and deliciously dry and fresh. Drink 2017–2022.",Trois Châteaux Brut,92,29.0,Alsace,Crémant d'Alsace,Sierra Foothills,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas NV Trois Châteaux Brut Sparkling (Crémant d'Alsace),Sparkling Blend,Kuentz-Bas
